,Security,Symbol,GICS Sector,GICS Sub Industry,Ticker,Price,Shares Outstanding,Market Cap,Expected Growth - 5 Year,Last 12 Month Return,Beta,Avg Current Estimate,EPS,Equity COC,PVEPS,EPS1,EPS2,EPS3,EPS4,EPS5,Known Growth,Unknown Growth,% Present,% Known,% Unknown
373,Phillips 66,PSX,Energy,Oil & Gas Refining & Marketing,PSX,95.5,454350000.0,42891000000.0,-0.0875,-0.1433,0.83,7.72,11.8,0.07546,102.30585740789822,10.7675,9.82534375,8.965626171875,8.181133881835937,7.465284667175292,39.812553485630374,-46.61841089352859,107.12655225957928,41.68853768128835,-48.81508994086763
374,Pinnacle West Capital,PNW,Utilities,Multi-Utilities,PNW,93.41,112270000.0,10629000000.0,0.0501,0.1631,0.14,4.85,4.54,0.03268,148.40881272949815,4.767454,5.0063034454,5.257119248014541,5.520500922340069,5.797078018549307,24.65515972853927,-79.65397245803743,158.8789345139687,26.39456131949392,-85.27349583346262
375,Pioneer Natural Resources,PXD,Energy,Oil & Gas Exploration & Production,PXD,167.75,168490000.0,27883000000.0,0.46520000000000006,-0.1776,1.16,7.62,5.69,0.09592,79.44120100083403,8.336988000000002,12.215354817600003,17.897937878747527,26.224058579940877,38.42349063132937,80.94537907067652,7.363419928489449,47.35690074565367,48.25357917775054,4.389520076595797
376,PNC Financial Services,PNC,Financials,Regional Banks,PNC,136.93,452000000.0,61714000000.0,0.08460000000000001,-0.0591,1.16,11.36,10.89,0.09592,118.43202668890741,11.811294,12.8105294724,13.894300265765041,15.069758068248763,16.34465960082261,57.848992179041794,-39.3510188679492,86.4909272540038,42.24712786025108,-28.738055114254873
377,Polo Ralph Lauren Corp.,RL,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",RL,131.58,52740000.0,10373000000.0,0.1192,0.2025,0.94,7.01,5.35,0.08227999999999999,85.19688867282451,5.9877199999999995,6.701456223999999,7.500269805900799,8.394301966764173,9.394902761202463,32.052077209704656,14.331034117470843,64.74911739840744,24.359383804305104,10.891498797287461
378,PPG Industries,PPG,Materials,Specialty Chemicals,PPG,117.14,236060000.0,27746000000.0,0.0959,0.1061,0.73,6.31,5.45,0.06926,91.10597747617672,5.9726550000000005,6.545432614500001,7.173139602230552,7.861043690084462,8.614917779963562,31.388865879282797,-5.354843355459515,77.77529236484268,26.79602687321393,-4.571319238056612
379,PPL Corp.,PPL,Utilities,Electric Utilities,PPL,30.67,720990000.0,22405000000.0,0.0063,0.050499999999999996,0.55,2.43,2.58,0.058100000000000006,41.82444061962134,2.596254,2.6126104002,2.62906984572126,2.645632985749304,2.6623004735595246,11.770971475669125,-22.925412095290465,136.36922275716122,38.37943096077315,-74.74865371793435
380,Principal Financial Group,PFG,Financials,Life & Health Insurance,PFG,57.48,278200000.0,15882000000.0,0.062,-0.0302,1.43,5.53,5.36,0.11265999999999998,49.085744718622415,5.6923200000000005,6.045243840000001,6.4200489580800015,6.818091993480962,7.240813697076782,25.98519804799914,-17.59094276662156,85.396215585634,45.20737308280992,-30.60358866844391
381,Procter & Gamble,PG,Consumer Staples,Personal Products,PG,104.86,2510000000.0,266836000000.0,0.0622,0.4484,0.22,4.46,4.2,0.03764,118.49096705632306,4.46124,4.738729128,5.0334780797616006,5.346560416322772,5.679116474218048,23.38742535604302,-37.01839241236608,112.99920566118927,22.30347640286384,-35.3026820640531
382,Progressive Corp.,PGR,Financials,Property & Casualty Insurance,PGR,77.18,584000000.0,45418000000.0,0.1595,0.27899999999999997,0.7,5.0,5.03,0.06739999999999999,74.18397626112761,5.832285,6.762534457499999,7.841158703471249,9.091823516674914,10.541969367584564,34.647048832411,-31.651025093538607,96.11813457000207,44.891226784673485,-41.00936135467557
383,Prologis,PLD,Real Estate,Industrial REITs,PLD,75.56,630790000.0,49266000000.0,-0.0605,0.1613,1.06,1.77,2.72,0.08972,19.72804279982167,2.5554400000000004,2.4008358800000003,2.2555853092600002,2.1191223980497704,1.9909154929677593,9.707542336876156,46.12441486330218,26.10910905217267,12.847462065743985,61.043428882083354
384,Prudential Financial,PRU,Financials,Life & Health Insurance,PRU,105.34,408330000.0,42936000000.0,0.08529999999999999,-0.0096,1.41,12.87,9.5,0.11141999999999999,115.50888529886915,10.31035,11.189822855,12.1443147445315,13.180224792240034,14.304497967018108,49.184946542007985,-59.35383184087713,109.65339405626462,46.69161433644198,-56.345008392706596
385,Public Serv. Enterprise Inc.,PEG,Utilities,Electric Utilities,PEG,58.79,505000000.0,30007000000.0,0.055,0.12560000000000002,0.46,3.26,2.83,0.05252,62.07159177456207,2.9856499999999997,3.1498607499999993,3.3231030912499993,3.505873761268749,3.6986968181385302,14.998765327100937,-18.28035710166301,105.5818876927404,25.512443148666332,-31.09433084140672
386,Public Storage,PSA,Real Estate,Specialized REITs,PSA,217.41,174370000.0,38577000000.0,0.17,0.0764,0.14,7.41,8.54,0.03268,226.74418604651163,9.991799999999998,11.690405999999996,13.677775019999995,16.002996773399992,18.72350622487799,65.13289641045523,-74.46708245696686,104.29335635274902,29.95855591300089,-34.2519122657499
387,Pulte Homes Inc.,PHM,Consumer Discretionary,Homebuilding,PHM,31.29,277140000.0,8726000000.0,0.0144,0.0319,0.56,3.38,3.57,0.05872,57.561307901907355,3.6214079999999997,3.6735562751999997,3.7264554855628798,3.7801164445549853,3.834550121356577,16.653195797949987,-42.92450369985734,183.96071557017373,53.2221022625439,-137.18281783271763
389,Qorvo,QRVO,Information Technology,Semiconductors,QRVO,75.61,122790000.0,9255000000.0,0.10830000000000001,0.11939999999999999,0.95,5.61,0.46,0.0829,67.67189384800966,0.5098180000000001,0.5650312894000001,0.6262241780420202,0.6940442565239711,0.7692092495055172,2.6715084192718357,5.266597732718504,89.50124831108273,3.5332739310565215,6.965477757860737
390,Quanta Services Inc.,PWR,Industrials,Construction & Engineering,PWR,40.6,142080000.0,5788000000.0,0.1009,0.24710000000000001,1.42,3.45,1.9,0.11204,30.792574080685473,2.09171,2.302763539,2.5351123800850996,2.790905219235686,3.072507555856567,10.251098927567291,-0.44367300825276246,75.84377852385585,25.249012136865247,-1.0927906607210898
391,QUALCOMM Inc.,QCOM,Information Technology,Semiconductors,QCOM,86.98,1210000000.0,104657000000.0,0.067,0.7104,0.92,3.86,1.56,0.08104,47.63079960513326,1.66452,1.77604284,1.8950377102799998,2.0220052368687598,2.1574795877389668,8.109210017019473,31.23999037784727,54.760634174676085,9.323074289514224,35.91629153580969
392,Quest Diagnostics,DGX,Health Care,Health Care Services,DGX,96.5,134380000.0,12924000000.0,0.054299999999999994,-0.049400000000000006,0.93,6.48,5.22,0.08166000000000001,79.35341660543718,5.503445999999999,5.802283117799999,6.117347091096539,6.449519038143081,6.799727921914251,26.159931829475056,-9.013348434912231,82.23151979838049,27.108737647124407,-9.340257445504903
393,Raymond James Financial Inc.,RJF,Financials,Investment Banking & Brokerage,RJF,91.4,140400000.0,12817000000.0,0.0837,0.020499999999999997,1.41,7.14,6.82,0.11141999999999999,64.08185245018848,7.390834,8.0094468058,8.679837503445459,9.406339902483843,10.19365055232174,35.156221895518755,-7.838074345707227,70.11143594112525,38.464137741267784,-8.575573682393028
394,Raytheon Co.,RTN,Industrials,Aerospace & Defense,RTN,175.58,279870000.0,49654000000.0,0.1319,-0.14400000000000002,1.29,11.61,10.72,0.10397999999999999,111.65608770917484,12.133968,13.734438379199998,15.546010801416477,17.59652962612331,19.917511883808974,63.817153706868005,0.10675858395716631,63.592714266530834,36.34648234814215,0.06080338532701122
395,Realty Income Corporation,O,Real Estate,Retail REITs,O,69.5,303800000.0,21292000000.0,0.078,0.3715,0.28,1.37,1.26,0.04136,33.12379110251451,1.3582800000000002,1.4642258400000003,1.5784354555200004,1.7015534210505605,1.8342745878925044,7.286420496079771,29.08978840140572,47.66013108275469,10.484058267740677,41.85581064950463
397,Regency Centers Corporation,REG,Real Estate,Retail REITs,REG,66.63,167520000.0,11282000000.0,0.091,0.1324,0.66,1.51,1.46,0.06492,23.25939617991374,1.59286,1.7378102599999998,1.8959509936599999,2.06848253408306,2.256714444684618,8.364064021179225,35.006539798907035,34.90829383147792,12.553000181868866,52.53870598665321
398,Regeneron,REGN,Health Care,Biotechnology,REGN,343.8,107250000.0,37397000000.0,0.1148,0.1333,1.13,22.98,21.29,0.09406,244.3121411864767,23.734092,26.458765761600002,29.496232071031685,32.88239951278612,36.65729897685397,123.25581453224359,-23.767955718720287,71.06228655802114,35.851022260687486,-6.913308818708635
399,Regions Financial Corp.,RF,Financials,Regional Banks,RF,15.73,1010000000.0,15742000000.0,0.09,-0.16149999999999998,1.6,1.57,1.56,0.1232,12.743506493506494,1.7004000000000001,1.8534360000000003,2.0202452400000004,2.2020673116000005,2.4002533696440005,8.014027003964777,-5.027533497471271,81.01402729501903,50.9474062553387,-31.961433550357732
400,Republic Services Inc,RSG,Industrials,Environmental & Facilities Services,RSG,82.35,321590000.0,26566000000.0,0.1193,0.2695,0.57,3.24,3.16,0.05934,54.60060667340749,3.536988,3.9589506684,4.43125348314012,4.959902023678736,5.551618335103609,19.803478320912824,7.94591500567968,66.30310464287491,24.047939673239615,9.648955683885466
401,ResMed,RMD,Health Care,Health Care Equipment,RMD,102.98,143300000.0,14943000000.0,0.1114,0.0891,0.55,3.53,3.12,0.058100000000000006,60.757314974182435,3.467568,3.8538550752,4.28317453057728,4.7603201732835885,5.29061984058738,19.174795776342258,23.04788924947531,58.99914058475669,18.61992209782701,22.380937317416304
402,Robert Half International,RHI,Industrials,Human Resource & Employment Services,RHI,62.4,116420000.0,7224000000.0,0.063,0.0253,1.41,3.98,3.72,0.11141999999999999,35.720696463830556,3.95436,4.20348468,4.46830421484,4.74980738037492,5.049045245338539,18.122480514212004,8.556823021957438,57.24470587152332,29.042436721493598,13.712857406983074
403,Rockwell Automation Inc.,ROK,Industrials,Electrical Components & Equipment,ROK,181.46,118360000.0,21342000000.0,0.0861,0.1,1.5,9.02,7.85,0.11699999999999999,77.09401709401709,8.525885,9.259963698500002,10.057246572940853,10.92317550287106,11.86366091366826,40.33522465368382,64.03075825229911,42.48540565084156,22.22816304071631,35.28643130844214
404,Rollins Inc.,ROL,Industrials,Environmental & Facilities Services,ROL,38.97,327530000.0,12636000000.0,0.08199999999999999,0.2026,0.85,0.77,0.69,0.07669999999999999,10.039113428943939,0.74658,0.8077995600000001,0.8740391239200002,0.9457103320814403,1.0232585793121185,3.7698313596460435,25.161055211410016,25.76113274042581,9.67367554438297,64.56519171519122
405,Roper Technologies,ROP,Industrials,Industrial Conglomerates,ROP,359.95,103610000.0,37218000000.0,0.03,0.3544,1.1,12.34,10.55,0.0922,133.83947939262472,10.8665,11.192495000000001,11.528269850000001,11.874117945500002,12.230341483865002,48.486610500857395,177.62391010651788,37.18279744204049,13.470373802155132,49.34682875580438
407,Royal Caribbean Cruises Ltd,RCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",RCL,121.88,209640000.0,25447000000.0,0.124,0.13019999999999998,1.93,9.97,8.56,0.14365999999999998,69.39997215648059,9.621440000000002,10.814498560000002,12.155496381440004,13.662777932738566,15.35696239639815,46.48142253480057,5.998605308718837,56.94123084712881,38.137038509025736,4.921730643845452
409,SBA Communications,SBAC,Real Estate,Specialized REITs,SBAC,199.61,113070000.0,22901000000.0,0.8531,0.247,0.57,1.02,0.41,0.05934,17.18907987866532,0.759771,1.4079316401,2.6090381222693098,4.834808544377258,8.959383713585495,15.595128787994707,166.82579133334,8.611332036804429,7.812799352735186,83.57586861046039
410,Schlumberger Ltd.,SLB,Energy,Oil & Gas Equipment & Services,SLB,43.86,1390000000.0,58985000000.0,0.213,-0.3665,1.69,1.58,1.45,0.12878,12.26898586737071,1.75885,2.13348505,2.58791736565,3.13914376453345,3.8077813863790753,10.20817514960874,21.382838983020548,27.973063993093273,23.274453145482767,48.75248286142396
411,Seagate Technology,STX,Information Technology,"Technology Hardware, Storage & Peripherals",STX,47.23,279250000.0,13516000000.0,0.0556,-0.2237,1.98,4.64,5.75,0.14676,31.616244208231123,6.069700000000001,6.407175320000001,6.763414267792002,7.139460101081238,7.536414082701356,25.89203620424639,-10.278280412477518,66.9410209786812,54.82116494653058,-21.76218592521177
412,Sealed Air,SEE,Materials,Paper Packaging,SEE,46.66,155750000.0,7297000000.0,0.1528,0.0616,1.09,2.73,1.21,0.09158,29.810002183882947,1.394888,1.6080268864,1.85373339464192,2.1369838573432056,2.4635149907452476,7.801865681572051,9.048132134545,63.887702923023895,16.720672270835944,19.391624806140165
413,Sempra Energy,SRE,Utilities,Multi-Utilities,SRE,125.91,274180000.0,35050000000.0,0.08,0.1252,0.38,6.01,3.42,0.047560000000000005,126.36669470142975,3.6936,3.989088,4.30821504,4.652872243200001,5.025102022656001,19.64777675304788,-20.104471454477633,100.36271519452764,15.604619770508998,-15.96733496503664
414,Sherwin-Williams,SHW,Materials,Specialty Chemicals,SHW,452.0,92190000.0,41793000000.0,0.1387,0.2281,1.23,21.06,11.68,0.10025999999999999,210.05385996409336,13.300016,15.1447282192,17.24530202320304,19.6372254138213,22.360908578718316,71.31192945244621,170.63421058346043,46.472092912410034,15.776975542576595,37.75093154501337
415,Simon Property Group Inc,SPG,Real Estate,Retail REITs,SPG,174.9,308990000.0,61453000000.0,0.086,0.1242,0.6,7.18,7.87,0.0612,117.3202614379085,8.54682,9.28184652,10.08008532072,10.94697265830192,11.888412306915885,44.77869828896095,12.801040273130553,67.07847995306375,25.60245756944594,7.31906247749031
416,Skyworks Solutions,SWKS,Information Technology,Semiconductors,SWKS,87.02,173000000.0,15205000000.0,0.1117,0.0005,0.68,6.61,6.24,0.06616,99.90931076178961,6.937008,7.7118717935999985,8.573287872945118,9.530924128353087,10.595528353490126,37.77740741391606,-50.666718175705675,114.81189469293223,43.412327526908825,-58.224222219841046
417,SL Green Realty,SLG,Real Estate,Office REITs,SLG,87.16,83270000.0,7714000000.0,-0.1084,-0.1082,1.39,1.51,2.05,0.11018,13.704846614630604,1.8277799999999997,1.6296486479999996,1.4529947345567995,1.2954901053308423,1.155058977912979,6.181764950303708,67.27338843506568,15.723779961714781,7.092433398696315,77.1837866395889
418,Snap-on,SNA,Industrials,Industrial Machinery,SNA,168.94,55400000.0,9357000000.0,0.0725,0.1637,1.4,12.34,12.21,0.11079999999999998,111.37184115523468,13.095225000000001,14.044628812500001,15.062864401406252,16.154922070508206,17.32615392062005,61.113953396993224,-3.5457945522279033,65.92390266084685,36.17494577778692,-2.098848438633777
419,Southern Co.,SO,Utilities,Electric Utilities,SO,52.35,1040000000.0,55091000000.0,0.0217,0.1331,0.3,3.03,2.17,0.0426,71.12676056338027,2.217089,2.2651998313000004,2.3143546676392104,2.3645761639269813,2.4158874666841967,10.649826772357429,-29.4265873357377,135.8677374658649,20.343508638696136,-56.21124610456103
420,Southwest Airlines,LUV,Industrials,Airlines,LUV,53.93,546650000.0,29798000000.0,0.1204,0.0189,1.81,4.62,4.22,0.13622,33.915724563206574,4.728088,5.2973497952,5.93515071054208,6.649742856091347,7.450371895964746,22.99123352770576,-2.9769580909123334,62.8884193643734,42.63162159782266,-5.520040962196057
421,"S&P Global, Inc.",SPGI,Financials,Financial Exchanges & Data,SPGI,220.0,246080000.0,54219000000.0,0.09300000000000001,0.1649,0.96,9.08,7.73,0.08352,108.71647509578544,8.44889,9.23463677,10.09345798961,11.03214958264373,12.058139493829596,42.99016142655632,68.29336347765823,49.416579588993386,19.540982466616512,31.042437944390105
422,Stanley Black & Decker,SWK,Industrials,Industrial Machinery,SWK,147.52,151530000.0,22237000000.0,0.091,0.0405,1.31,8.56,4.01,0.10522000000000001,81.35335487549895,4.37491,4.773026809999999,5.207372249709999,5.681243124433609,6.198236248757067,21.31886033532789,44.84778478917317,55.147339259421734,14.451505108004262,30.401155632574
423,Starbucks Corp.,SBUX,Consumer Discretionary,Restaurants,SBUX,77.0,1240000000.0,96541000000.0,0.1125,0.33590000000000003,0.42,2.71,2.32,0.05004,54.15667466027178,2.581,2.8713625,3.19439078125,3.5537597441406255,3.953557715356446,14.534339238807348,8.308986100920869,70.33334371463867,18.875765245204345,10.790891040156973
424,State Street Corp.,STT,Financials,Asset Management & Custody Banks,STT,68.46,376720000.0,25432000000.0,0.0276,-0.3145,1.64,6.51,5.96,0.12568,51.798217695735204,6.124496000000001,6.293532089600001,6.467233575272962,6.645729221950496,6.829151348476331,25.731276274151853,-9.069493969887063,75.66201825260767,37.5858549140401,-13.24787316664777
425,Stryker Corp.,SYK,Health Care,Health Care Equipment,SYK,187.54,373100000.0,70123000000.0,0.1057,0.10550000000000001,1.04,8.15,9.27,0.08848,92.11121157323689,10.249838999999998,11.333246982299997,12.531171188329106,13.855715982935491,15.320265162331772,52.896599546809156,42.53218887995395,49.11550153206617,28.205502584413544,22.678995883520287
426,SunTrust Banks,STI,Financials,Regional Banks,STI,65.81,443710000.0,29034000000.0,0.0897,-0.0144,1.68,5.69,5.7,0.12816,44.3976279650437,6.211290000000001,6.7684427130000016,7.375572024356102,8.037160834940845,8.75809416183504,29.009929698447067,-7.597557663490761,67.46334594293222,44.08133976363329,-11.544685706565508
427,SVB Financial,SIVB,Financials,Regional Banks,SIVB,252.25,52320000.0,13145000000.0,0.08,-0.1566,2.46,20.34,19.91,0.17651999999999998,115.22773623385453,21.5028,23.223024000000002,25.080865920000004,27.087335193600005,29.254322009088007,91.26223250867031,45.76003125747516,45.67997472105234,36.179279488075444,18.140745790872217
428,Symantec Corp.,SYMC,Information Technology,Application Software,SYMC,24.33,639220000.0,15488000000.0,0.1057,-0.1245,0.96,1.59,-0.1,0.08352,19.03735632183908,-0.11057,-0.12225724899999998,-0.13517984021929996,-0.14946834933047995,-0.16526715385471166,-0.5759521191511496,5.868595797312067,78.24642960065385,-2.367250797990751,24.1208211973369
429,Synchrony Financial,SYF,Financials,Consumer Finance,SYF,34.53,689320000.0,23854000000.0,0.2193,0.0374,1.67,4.29,4.46,0.12754,33.63650619413518,5.438078,6.6306485054,8.08474972263422,9.857735336807904,12.019536696169878,31.990983598909388,-31.097489793044566,97.4124129572406,92.64692614801444,-90.05933910525503
